# wave                 sob                 
  6543.011276078505    0.9761743817254968  
  6543.0743452849      0.9787719748937699  
  6543.137414491296    0.9801654412353555  
  6543.200483697693    0.9796333537951168  
  6543.263552904089    0.9865065902610546  
  6543.326622110485    0.9804646458435918  
  6543.389691316881    0.9788483817673657  
  6543.452760523277    0.9829095494029304  
  6543.515829729674    0.9773625532063871  
  6543.578898936069    0.9740295316433573  
  6543.641968142466    0.9752717166164894  
  6543.705037348862    0.9866010021172101  
  6543.768106555258    0.9767348559523799  
  6543.831175761654    0.9796032348204902  
  6543.89424496805     0.9815429003368347  
  6543.957314174446    0.9795786429102474  
  6544.020383380843    0.982084382668861   
  6544.083452587238    0.9760810370033052  
  6544.146521793635    0.9719431356941065  
  6544.209591000031    0.9753369068915251  
  6544.272660206427    0.9834546841687464  
  6544.335729412823    0.982836324693177   
  6544.398798619219    0.9813462026189301  
  6544.461867825616    0.9825635554427938  
  6544.524937032012    0.9796311170019196  
  6544.588006238407    0.9775827776374757  
  6544.651075444804    0.9784458490634342  
  6544.7141446512      0.9688293033042357  
  6544.7772138575965   0.9741215623855533  
  6544.840283063992    0.973277374924905   
  6544.903352270388    0.979082167481096   
  6544.9664214767845   0.9778820389589764  
  6545.0294906831805   0.9764801847128589  
  6545.0925598895765   0.9820431045191224  
  6545.1556290959725   0.9745331572479954  
  6545.2186983023685   0.9696469895047157  
  6545.281767508765    0.9754382741845173  
  6545.34483671516     0.9773328664071192  
  6545.407905921556    0.9777240672764155  
  6545.470975127953    0.9758521427838385  
  6545.534044334349    0.9687066978621403  
  6545.597113540745    0.9638612396904037  
  6545.660182747141    0.9659601017734893  
  6545.723251953537    0.9684057182811432  
  6545.786321159934    0.970333430345124   
  6545.84939036633     0.966709027397983   
  6545.912459572726    0.9579566223592667  
  6545.975528779122    0.929745568084553   
  6546.038597985518    0.8790076896649225  
  6546.101667191915    0.8162847251267202  
  6546.16473639831     0.7543567224337723  
  6546.227805604707    0.7194340386807876  
  6546.290874811103    0.7397497484004745  
  6546.353944017499    0.7962655793483734  
  6546.417013223895    0.8607747177712259  
  6546.480082430291    0.9169373389272438  
  6546.543151636687    0.9496985005081169  
  6546.606220843084    0.9677838061065166  
  6546.669290049479    0.9707562523440191  
  6546.732359255876    0.964319109172366   
  6546.795428462272    0.9718645107825579  
  6546.858497668668    0.9760906770761972  
  6546.921566875064    0.9739602881590208  
  6546.98463608146     0.9762348950484987  
  6547.047705287857    0.968200749747739   
  6547.110774494253    0.968756223777409   
  6547.173843700648    0.9722900485636755  
  6547.236912907045    0.9692721990183626  
  6547.299982113441    0.973625430173829   
  6547.363051319838    0.975403032523711   
  6547.426120526233    0.9683086950714657  
  6547.489189732629    0.9700573582687407  
  6547.552258939026    0.9704600765324148  
  6547.615328145422    0.9704217423785473  
  6547.678397351818    0.9683137947847592  
  6547.741466558214    0.967344283382985   
  6547.80453576461     0.9677758741782749  
  6547.867604971007    0.9670104455648327  
  6547.930674177402    0.9724023504871359  
  6547.993743383798    0.9716255465691765  
  6548.056812590195    0.9701690735441042  
  6548.119881796591    0.9649092864867483  
  6548.182951002987    0.9672412282083777  
  6548.246020209383    0.9675863184869928  
  6548.3090894157785   0.9682750187841321  
  6548.372158622175    0.9731616342764149  
  6548.4352278285705   0.9680412355750407  
  6548.498297034967    0.9672199582866949  
  6548.561366241363    0.9734214881851839  
  6548.624435447759    0.9804422312526817  
  6548.687504654156    0.975911484845061   
  6548.750573860551    0.9718488882069084  
  6548.813643066948    0.9695273427809322  
  6548.876712273344    0.9690580862771797  
  6548.93978147974     0.9734951140195612  
  6549.002850686136    0.9738199798417676  
  6549.065919892532    0.9708685596346323  
  6549.128989098928    0.9659252694527988  
  6549.192058305325    0.9697840814554061  
  6549.25512751172     0.9681381159217227  
  6549.318196718117    0.9743999196257327  
  6549.381265924513    0.9714747372807365  
  6549.444335130909    0.9619636891971053  
  6549.507404337305    0.969344655476491   
  6549.570473543701    0.971852805107769   
  6549.633542750098    0.9709423867858513  
  6549.696611956494    0.9708613871970585  
  6549.759681162889    0.9699694023131914  
  6549.822750369286    0.9704356170816818  
  6549.885819575682    0.9696105420282124  
  6549.948888782079    0.9719620336319578  
  6550.011957988474    0.969627531850058   
  6550.07502719487     0.962236334640863   
  6550.138096401267    0.9660660019733314  
  6550.201165607663    0.9609330253537286  
  6550.264234814059    0.962565025580283   
  6550.327304020455    0.9583303069756322  
  6550.390373226851    0.9559782054671909  
  6550.453442433248    0.9629658317513607  
  6550.516511639643    0.9678522557937348  
  6550.579580846039    0.9658961669933661  
  6550.642650052436    0.9622888481294374  
  6550.705719258832    0.9622202390152031  
  6550.768788465228    0.9733329550829795  
  6550.831857671624    0.9681539351080798  
  6550.89492687802     0.9653657875076106  
  6550.957996084417    0.9666187285530519  
  6551.021065290812    0.966204895570629   
  6551.084134497209    0.9642845331268868  
  6551.147203703605    0.9623707795281392  
  6551.210272910001    0.9650367153039311  
  6551.2733421163975   0.9680237470553477  
  6551.336411322793    0.9580036650180792  
  6551.3994805291895   0.9599769337099295  
  6551.4625497355855   0.9572315794429854  
  6551.5256189419815   0.9515557842249335  
  6551.5886881483775   0.9474870299215786  
  6551.6517573547735   0.948972772184613   
  6551.7148265611695   0.951067217059699   
